,0
358," İnsan alverindən zərər çəkmiş hesab olunan əcnəbilər və ya vətəndaşlığı olmayan şəxslər barəsində 1 il müddətində, cinayət təqibi orqanlarına yardım göstərən əcnəbilər və ya vətəndaşlığı olmayan şəxslər barəsində isə cinayət təqibi başa çatanadək Azərbaycan Respublikasının hüdudlarından kənara inzibati qaydada çıxarma tətbiq edilmir"
359,  Maddə 30
360, İnzibati həbs 30
361,1
362," İnzibati həbs, yalnız müstəsna hallarda bu Məcəllənin Xüsusi hissəsinin müvafiq maddələrində nəzərdə tutulan inzibati xətaların ayrı-ayrı növlərinə görə üç gündən üç ay müddətinədək hakim tərəfindən tətbiq edilir"
363,[18][18]30
364,2
365," Hamilə qadınlar və ya himayəsində on dörd yaşınadək uşağı olan qadınlar, on dörd yaşına çatmamış uşağını təkbaşına böyüdən kişilər, on səkkiz yaşına çatmayan şəxslər, orqanizmin funksiyalarının 61-80 faiz və ya 81-100 faiz pozulmasına görə əlilliyi müəyyən edilmiş şəxslər, 18 yaşınadək əlilliyi müəyyən edilmiş şəxslər, altmış yaşına çatmış qadınlar və altmış beş yaşına çatmış kişilər, habelə bu Məcəllənin 41-ci fəslində nəzərdə tutulmuş inzibati xətalar istisna olmaqla digər inzibati xətalara görə hərbi qulluqçular barəsində inzibati həbs tətbiq edilə bilməz"
366, [19][19]30
367,3
368, İnzibati qaydada tutma müddəti inzibati həbs müddətinə daxil edilir
369, FƏSİL 5 İnzibati tənbeh tətbiq etmə Maddə 31
370, İnzibati tənbeh tətbiq etmənin ümumi qaydaları 31
371,1
372, İnzibati xətaya görə tənbeh bu Məcəlləyə uyğun olaraq tətbiq edilir
373,31
374,2
375," Fiziki və ya vəzifəli şəxslər barəsində inzibati tənbeh tətbiq edilərkən, xətanın xarakteri, inzibati xəta törədən şəxsin şəxsiyyətini xarakretizə edən hallar, onun təqsirinin dərəcəsi, əmlak vəziyyəti, habelə məsuliyyəti yüngülləşdirən və ağırlaşdıran hallar nəzərə alınır"
376,31
377,3
378," Hüquqi şəxslər barəsində inzibati tənbeh tətbiq edilərkən, inzibati xətanın xarakteri, inzibati xəta nəticəsində hüquqi şəxsin əldə etdiyi xeyrin həcmi və ya onun maraqlarının təmin edilməsinin xarakteri və dərəcəsi, hüquqi şəxsi xarakterizə edən hallar, o cümlədən onun maliyyə və əmlak vəziyyəti, xeyriyyəçilik və ya digər ictimai faydalı fəaliyyətlə məşğul olması, habelə məsuliyyəti yüngülləşdirən və ağırlaşdıran hallar nəzərə alınır"
379,31
380,4
381," Bu Məcəllənin Xüsusi hissəsində inzibati xətanın törədilməsinə görə müəyyən edilən inzibati tənbehin yalnız yuxarı həddi müəyyən edildikdə, tətbiq edilən inzibati tənbeh onun yuxarı həddinin dörddə birindən az ola bilməz"
382, [20][20]31
383,4-1
384," İnzibati qaydada tutulmuş şəxs barəsində inzibati həbs istisna olmaqla tətbiq edilən digər inzibati tənbehin həddi, bu Məcəllənin Xüsusi hissəsində inzibati xətanın törədilməsinə görə müəyyən edilən inzibati tənbehin yuxarı həddinin dörddə üçündən çox ola bilməz"
385,[21][21]31
386,5
387, İnzibati tənbehin tətbiq edilməsi həmin inzibati tənbehə səbəb olmuş öhdəliklərin yerinə yetirilməsindən şəxsi azad etmir
388, Maddə 32
389, İnzibati xətaya görə məsuliyyəti yüngülləşdirən hallar 32
390,1
391," İnzibati tənbeh tətbiq edilərkən, məsuliyyəti yüngülləşdirən hallar aşağıdakılar hesab edilir:32"
392,1
393,1
394, inzibati xəta törətmiş şəxsin səmimi peşmançılığı;32
395,1
396,2
397, inzibati xətanın yetkinlik yaşına çatmayanlar tərəfindən törədilməsi;32
398,1
399,3
400, inzibati xətanın hamilə qadın və ya himayəsində azyaşlı uşağı olan qadın tərəfindən törədilməsi;32
401,1
402,4
403," inzibati xətanın fiziki və ya psixi məcburiyyət təsiri altında, yaxud maddi, xidməti və ya sair cəhətdən asılılıq nəticəsində törədilməsi;32"
404,1
405,5
406, inzibati xətanın zəruri müdafiənin və ya son zərurətin bu Məcəllə ilə müəyyən edilmiş şərtlərini pozmaqla törədilməsi;32
407,1
408,6
409, inzibati xətanın zərər çəkmiş şəxsin qanunsuz və ya əxlaqsız hərəkətlərinin təsiri altında və ya bu hərəkətlər nəticəsində qəflətən baş vermiş güclü ruhi həyəcan (affekt) vəziyyətində törədilməsi;32
410,1
411,7
412, törədilmiş inzibati xətanın zərərli nəticələrinin inzibati xəta törətmiş şəxs tərəfindən aradan qaldırılması və ya vurulmuş zərərin əvəzinin könüllü surətdə ödənilməsi
413,32
414,2
415, İnzibati tənbeh tətbiq edilərkən bu Məcəllənin 32
416,1
417,1 - 32
418,1
419,7-ci maddələrində göstərilməmiş başqa hallar da hakim tərəfindən məsuliyyəti yüngülləşdirən hal qismində nəzərə alına bilər
420,32
421,3
422," Bu Məcəllənin Xüsusi hissəsinin müvafiq maddəsində inzibati xəta tərkibinin əlaməti kimi nəzərdə tutulmuş məsuliyyəti yüngülləşdirən hal, inzibati tənbeh tətbiq edilərkən təkrar nəzərə alına bilməz"
423, Maddə 33
424, İnzibati xətaya görə məsuliyyəti ağırlaşdıran hallar 33
425,1
426," İnzibati tənbeh tətbiq edilərkən, məsuliyyəti ağırlaşdıran hallar aşağıdakılar hesab edilir:33"
427,1
428,1
429," səlahiyyətli şəxslərin hüquqazidd hərəkəti dayandırmağı tələb etdiklərinə baxmayaraq, bu hərəkətin davam etdirilməsi;33"
430,1
431,2
432, inzibati xətaya görə inzibati tənbeh almış şəxsin eyni xətanı inzibati tənbeh vermə haqqında qərar qüvvəyə mindiyi gündən bir il ərzində təkrar törətməsi; KMQ1633
433,1
434,3
435, yetkinlik yaşına çatmayanların inzibati xəta törətməyə cəlb edilməsi;33
436,1
437,4
438, inzibati xətanın yetkinlik yaşına çatmayanlara qarşı törədilməsi;33
439,1
440,5
441, inzibati xətanın bir qrup şəxs tərəfindən törədilməsi;33
442,1
443,6
444," inzibati xətanın təbii fəlakət şəraitində və ya başqa fövqəladə şəraitdə, yaxud hərbi vəziyyət dövründə törədilməsi;[22][22]33"
445,1
446,7
447, inzibati xətanın sərxoş halda olan şəxs tərəfindən törədilməsi
448,33
449,2
450, İnzibati tənbeh tətbiq edilərkən bu Məcəllənin 33
451,1
452,1 - 33
453,1
454,7-ci maddələrində göstərilməmiş hallar cəzanı ağırlaşdıran hal qismində nəzərə alına bilməz
455,33
456,3
457," Bu Məcəllənin Xüsusi hissəsinin müvafiq maddəsində inzibati xəta tərkibinin əlaməti kimi nəzərdə tutulmuş məsuliyyəti ağırlaşdıran hal, inzibati tənbeh tətbiq edilərkən təkrar nəzərə alına bilməz"
458, Maddə 34
459," Bir neçə inzibati xəta törədildikdə, inzibati tənbeh tətbiq etmə KMQ6 34"
460,1
461," Bir şəxs iki və ya daha çox inzibati xəta törətdikdə, onun barəsində hər bir inzibati xətaya görə ayrılıqda inzibati tənbeh tətbiq edilir"
462,34
463,2
464," Şəxsin eyni və ya müxtəlif vaxtlarda törətdiyi bir neçə inzibati xətaya dair işlərə baxılması eyni orqanın səlahiyyətinə aiddirsə, həmin işlərə eyni vaxtda baxılmalıdır"
465, 34
466,3
467," Şəxsin eyni vaxtda öz hərəkətləri (hərəkətsizliyi) ilə törətdiyi bir neçə inzibati xətaya dair işlərə baxılması eyni orqanın səlahiyyətinə aiddirsə, həmin şəxs daha ciddi xətaya görə müəyyən edilmiş sanksiya çərçivəsində tənbeh edilir"
468, Bu halda törədilmiş xətalardan hər hansı birinə görə nəzərdə tutulmuş əlavə tənbehlərdən biri əsas tənbehə əlavə edilə bilər
469,34
470,4
471," Şəxsin müxtəlif vaxtlarda öz hərəkətləri (hərəkətsizliyi) ilə törətdiyi bir neçə inzibati xətaya dair işlərə baxılması eyni orqanın səlahiyyətinə aiddirsə, barəsində inzibati icraat aparılan şəxsə tətbiq olunan tənbeh bu Məcəllənin 25"
472,"4, 27"
473,"1, 28"
474,"3, 29"
475,3 və 30
476,1-ci maddələrində müəyyən edilmiş hədlərdən artıq ola bilməz
477,  Maddə 34-1
478, İnzibati xətaya görə daha yüngül inzibati tənbeh tətbiq etmə[23][23] KMQ14 Bu Məcəllənin Xüsusi hissəsində inzibati xətaya görə müəyyən edilmiş sanksiyada nəzərdə tutulmuş ictimai işlər və ya inzibati həbs növündə inzibati tənbehin tətbiq edilməsi bu Məcəllənin 28
479,4-cü və ya 30
480,"2-ci maddələrinin tələblərinə əsasən mümkün olmadıqda, hakim inzibati xəta törətmiş şəxs barəsində bu Məcəllənin Xüsusi hissəsinin müvafiq maddəsində nəzərdə tutulmuş inzibati tənbeh əvəzinə iki yüz manatdan beş yüz manatadək məbləğdə cərimə növündə inzibati tənbeh tətbiq edir"
481, Maddə 35
482," Şəxsin inzibati məsuliyyətə cəlb edilməmiş sayılması üçün tələb olunan müddət Barəsində inzibati tənbeh tətbiq olunmuş şəxs tənbehin icrasını bitirdiyi gündən etibarən bir il ərzində yeni inzibati xəta törətməmişdirsə, o, inzibati məsuliyyətə cəlb edilməmiş hesab olunur"
483, Maddə 36
484, Vurulmuş zərərin əvəzinin ödənilməsi 36
485,1
486," İnzibati xəta haqqında işə baxarkən, vurulmuş əmlak zərərinin əvəzinin ödənilməsi barədə mübahisə olmadıqda, hakim, səlahiyyətli orqan (vəzifəli şəxs) inzibati tənbeh tətbiq etməklə eyni vaxtda vurulmuş zərərin əvəzinin ödənilməsi barədə məsələyə də baxa bilər"
487,36
488,2
489," İnzibati xəta haqqında işə baxarkən, vurulmuş əmlak zərərinin əvəzinin ödənilməsi barədə mübahisə olduqda, inzibati tənbeh tətbiq etməklə eyni vaxtda vurulmuş zərərin əvəzinin ödənilməsi barədə məsələyə yalnız hakim baxa bilər"
490,36
491,3
492, İnzibati xəta nəticəsində vurulmuş mənəvi zərərin əvəzinin ödənilməsi məsələsi Azərbaycan Respublikasının Mülki Prosessual Məcəlləsinə uyğun olaraq həll edilir
493, Maddə 37
494," İnzibati həbs nəzərdə tutan inzibati xəta törətmiş, narkomaniyadan müalicəyə ehtiyacı olan şəxslərin məcburi müalicəyə cəlb olunması 37"
495,1
496," İnzibati həbs nəzərdə tutan inzibati xəta törətmiş, narkomaniyadan müalicəyə ehtiyacı olan şəxslərə inzibati həbs tənbeh növü tətbiq edilərkən məhkəmə tərəfindən onlara məcburi müalicə təyin edilir və inzibati həbs növündə inzibati tənbeh çəkilib qurtardıqdan sonra icra olunur"
497,37
498,2
499, Məcburi müalicənin tətbiq edilməsinin məqsədi bu Məcəllənin 37
500,"1-ci maddəsində göstərilən şəxslərin müalicə olunmasından, səhhətinin və psixoloji vəziyyətinin yaxşılaşdırılmasından, ixtisaslaşdırılmış tibbi yardım və sosial qayğı göstərməklə onların normal həyat tərzinə qaytarılmasından, gələcəkdə həmin şəxslərin insan psixikasına təsir göstərən maddələrdən sui-istifadəsinin və yeni inzibati xətalar törətməsinin qarşısının alınmasından ibarətdir"
501,37
502,3
503," Barəsində inzibati həbs tənbeh növü tətbiq edilməklə yanaşı, tibbi yoxlama nəticəsinə əsasən narkomaniyadan məcburi müalicə təyin edilmiş şəxslər inzibati həbs tənbeh növünü çəkib qurtardıqdan sonra müvafiq icra hakimiyyəti orqanının tabeliyində olan ixtisaslaşdırılmış tibb müəssisəsində müalicə olunurlar"
504,37
505,4
506," Şəxs barəsində narkomaniyadan məcburi müalicə təyin edildikdə, məhkəmə bu barədə qanuni qüvvəyə minmiş qərarının surətini icra olunması üçün ixtisaslaşdırılmış tibb müəssisəsinə, habelə məcburi müalicənin icrasına nəzarət edilməsi üçün icra məmuruna göndərir"
507, 37
508,5
509, Barəsində narkomaniyadan məcburi müalicə təyin edilmiş şəxs inzibati həbs müddətinin başa çatdığı gün inzibati həbs yerinin nümayəndəsinin müşayiəti ilə məcburi müalicənin həyata keçirildiyi ixtisaslaşdırılmış tibb müəssisəsinə təhvil verilir
510,37
511,6
512, İxtisaslaşdırılmış tibb müəssisələrində məcburi müalicə müvafiq icra hakimiyyəti orqanının təsdiq etdiyi şərtlərə və qaydalara uyğun aparılır
513, 37
514,7
515, İxtisaslaşdırılmış tibb müəssisəsində məcburi müalicə barədə məhkəmə qərarının tələblərinin yerinə yetirilməsinə icra məmuru tərəfindən nəzarət edilir
516,37
517,"8 İxtisaslaşdırılmış tibb müəssisəsində məcburi müalicədə olan şəxsin məcburi müalicədən vaxtından əvvəl azad edilməsi və məcburi müalicə müddətinin uzadılması “Narkotik vasitələrin, psixotrop maddələrin və onların prekursorlarının dövriyyəsi haqqında” Azərbaycan Respublikasının Qanununda nəzərdə tutulmuş hallarda həmin müəssisənin müdiriyyətinin təqdimatı və həkim-məsləhət komissiyasının rəyi nəzərə alınmaqla, müəssisənin yerləşdiyi yer üzrə məhkəmənin qərarı əsasında həyata keçirilir"
518, FƏSİL 6 İnzibati məsuliyyətdən azad etmə Maddə 38
519, Müddətin keçməsi ilə bağlı inzibati məsuliyyətdən azad etmə KMQ15 38
520,1
521, İnzibati tənbeh inzibati xətanın törədildiyi gündən ən geci dörd ay keçənədək verilə bilər
522," Yol hərəkəti qaydaları, yol hərəkəti təhlükəsizliyinin təmin edilməsi və avtomobil yollarından istifadə qaydaları, gömrük qaydaları, ətraf mühitin qorunması qaydaları, xarici dövlətlərin qeyri-hökumət təşkilatlarının filial və ya nümayəndəliklərinin fəaliyyət göstərməsi qaydaları, qrant müqavilələrinin (qərarlarının) qeydə alınması qaydaları, eləcə də maliyyə, vergilərin və rüsumların ödənilməsi qaydaları əleyhinə olan inzibati xətalara görə, habelə qanunsuz sahibkarlıq fəaliyyəti ilə məşğul olmağa, hüquqi şəxslərin dövlət reyestri üçün zəruri məlumatların verilməməsinə, hüquqi şəxslərin dövlət qeydiyyatı zamanı yanlış məlumatların verilməsinə, siyasi partiyalar haqqında, qeyri-hökumət təşkilatları haqqında və cinayət yolu ilə əldə edilmiş pul vəsaitlərinin və ya digər əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında, sahibkarlıq sahəsində aparılan yoxlamaların tənzimlənməsi və sahibkarların maraqlarının müdafiəsi haqqında, həmçinin dərman vasitələri haqqında qanunvericiliyin, əmək qanunvericiliyinin, habelə əcnəbilərin və vətəndaşlığı olmayan şəxslərin Azərbaycan Respublikasında olması və yaşaması qaydalarının, əcnəbilərin və vətəndaşlığı olmayan şəxslərin işə cəlb edilməsi qaydasının, kritik informasiya infrastrukturunun təhlükəsizliyinin təmin edilməsi qaydasının pozulmasına, xırda talamaya görə inzibati tənbeh inzibati xətanın törədildiyi gündən ən geci bir il keçənədək verilə bilər"
523,[24][24]38
524,2
525, Bu Məcəllənin 38
526,1-ci maddəsində nəzərdə tutulan müddətlər uzanan inzibati xətalara münasibətdə xətanın aşkara çıxarıldığı gündən hesablanır
527,[25][25]38
528,3
529," Cinayət işinin başlanması rədd edildikdə və ya cinayət işinə xitam verildikdə, lakin şəxsin əməllərində inzibati xəta tərkibinin bütün əlamətləri olduqda, inzibati tənbeh cinayət işinin başlanmasının rədd edilməsi və ya ona xitam verilməsi haqqında qərar qəbul edildiyi gündən ən geci üç ay keçənədək verilə bilər"
530,38
531,4
532," On altı yaşından on səkkiz yaşınadək olan yetkinlik yaşına çatmayanın törətdiyi inzibati xəta haqqında iş yetkinlik yaşına çatmayanların işləri və hüquqlarının müdafiəsi üzrə komissiya tərəfindən Azərbaycan Respublikasının 2002-ci il 31 may tarixli 336-IIQ nömrəli Qanunu ilə təsdiq edilmiş “Yetkinlik yaşına çatmayanların işləri və hüquqlarının müdafiəsi üzrə komissiyalar haqqında Əsasnamə” ilə müəyyən edilmiş qaydada müvafiq dövlət orqanına qaytarıldıqda, inzibati tənbeh həmin iş qaytarıldığı gündən ən geci üç ay keçənədək verilə bilər"
533, 38
534,5
535," İnzibati xəta törətmiş şəxs qaçıb gizlənərsə, müddətin axımı dayanır"
